freq	freq_mln	orth_pres	orth_past	ipa_pres	ipa_past	Infl
1	0	pander	pandered	p&nd@r*	p&nd@d	reg
6	0	panel	panelled	p&nl,	p&nl,d	reg
11	1	panic	panicked	p&nIk	p&nIkt	reg
5	0	pant	panted	p&nt	p&ntId	reg
4	0	paper	papered	peIp@r*	peIp@d	reg
1	0	parachute	parachuted	p&r@Su:t	p&r@Su:tId	reg
6	0	parade	paraded	p@reId	p@reIdId	reg
6	0	parallel	paralleled	p&r@lEl	p&r@lEld	reg
21	1	paralyse	paralysed	p&r@laIz	p&r@laIzd	reg
10	1	parch	parched	pA:tS	pA:tSt	reg
2	0	pardon	pardoned	pA:dn,	pA:dn,d	reg
2	0	pare	pared	pE@r*	pE@d	reg
1	0	par	pared	pA:r*	pA:d	reg
70	4	park	parked	pA:k	pA:kt	reg
2	0	parody	parodied	p&r@dI	p&r@dId	reg
2	0	parole	paroled	p@r@Ul	p@r@Uld	reg
2	0	parry	parried	p&rI	p&rId	reg
40	2	part	parted	pA:t	pA:tId	reg
12	1	participate	participated	pA:tIsIpeIt	pA:tIsIpeItId	reg
1	0	particularize	particularized	p@tIkjUl@raIz	p@tIkjUl@raIzd	reg
3	0	partition	partitioned	pA:tISn,	pA:tISn,d	reg
1	0	partner	partnered	pA:tn@r*	pA:tn@d	reg
498	28	pass	passed	pA:s	pA:st	reg
4	0	paste	pasted	peIst	peIstId	reg
6	0	pasteurize	pasteurized	pA:stS@raIz	pA:stS@raIzd	reg
8	0	patch	patched	p&tS	p&tSt	reg
4	0	patent	patented	peIt@nt	peIt@ntId	reg
3	0	patrol	patrolled	p@tr@Ul	p@tr@Uld	reg
6	0	patronize	patronized	p&tr@naIz	p&tr@naIzd	reg
34	2	pat	patted	p&t	p&tId	reg
2	0	patter	pattered	p&t@r*	p&t@d	reg
15	1	pattern	patterned	p&t@n	p&t@nd	reg
1	0	pauperize	pauperized	pO:p@raIz	pO:p@raIzd	reg
112	6	pause	paused	pO:z	pO:zd	reg
4	0	pave	paved	peIv	peIvd	reg
1	0	paw	pawed	pO:	pO:d	reg
2	0	pawn	pawned	pO:n	pO:nd	reg
2	0	peak	peaked	pi:k	pi:kt	reg
1	0	peal	pealed	pi:l	pi:ld	reg
1	0	pearl	pearled	p3:l	p3:ld	reg
4	0	peck	pecked	pEk	pEkt	reg
3	0	pedal	pedalled	pEdl,	pEdl,d	reg
1	0	peddle	peddled	pEdl,	pEdl,d	reg
1	0	pee	peed	pi:	pi:d	reg
5	0	peek	peeked	pi:k	pi:kt	reg
13	1	peel	peeled	pi:l	pi:ld	reg
3	0	peep	peeped	pi:p	pi:pt	reg
46	3	peer	peered	pI@r*	pI@d	reg
5	0	peg	pegged	pEg	pEgd	reg
3	0	pelt	pelted	pElt	pEltId	reg
7	0	penalize	penalized	pi:n@laIz	pi:n@laIzd	reg
5	0	pencil	pencilled	pEnsl,	pEnsl,d	reg
25	1	penetrate	penetrated	pEnItreIt	pEnItreItId	reg
7	0	pen	penned	pEn	pEnd	reg
5	0	people	peopled	pi:pl,	pi:pl,d	reg
4	0	pepper	peppered	pEp@r*	pEp@d	reg
38	2	perceive	perceived	p@si:v	p@si:vd	reg
32	2	perch	perched	p3:tS	p3:tSt	reg
1	0	percolate	percolated	p3:k@leIt	p3:k@leItId	reg
11	1	perfect	perfected	p@fEkt	p@fEktId	reg
3	0	perforate	perforated	p3:f@reIt	p3:f@reItId	reg
103	6	perform	performed	p@fO:m	p@fO:md	reg
6	0	perfume	perfumed	p@fju:m	p@fju:md	reg
9	1	perish	perished	pErIS	pErISt	reg
2	0	perjure	perjured	p3:dZ@r*	p3:dZ@d	reg
1	0	perk	perked	p3:k	p3:kt	reg
5	0	permeate	permeated	p3:mIeIt	p3:mIeItId	reg
1	0	perm	permed	p3:m	p3:md	reg
78	4	permit	permitted	p@mIt	p@mItId	reg
6	0	perpetrate	perpetrated	p3:pItreIt	p3:pItreItId	reg
6	0	perpetuate	perpetuated	p@pEtSUeIt	p@pEtSUeItId	reg
3	0	perplex	perplexed	p@plEks	p@plEkst	reg
7	0	persecute	persecuted	p3:sIkju:t	p3:sIkju:tId	reg
4	0	persevere	persevered	p3:sIvI@r*	p3:sIvI@d	reg
42	2	persist	persisted	p@sIst	p@sIstId	reg
7	0	personalize	personalized	p3:sn,@laIz	p3:sn,@laIzd	reg
4	0	personify	personified	p@sOnIfaI	p@sOnIfaId	reg
1	0	perspire	perspired	p@spaI@r*	p@spaI@d	reg
81	5	persuade	persuaded	p@sweId	p@sweIdId	reg
7	0	perturb	perturbed	p@t3:b	p@t3:bd	reg
1	0	peruse	perused	p@ru:z	p@ru:zd	reg
4	0	pervade	pervaded	p@veId	p@veIdId	reg
8	0	pervert	perverted	p@v3:t	p@v3:tId	reg
4	0	pester	pestered	pEst@r*	pEst@d	reg
4	0	petition	petitioned	p@tISn,	p@tISn,d	reg
11	1	petrify	petrified	pEtrIfaI	pEtrIfaId	reg
4	0	pet	petted	pEt	pEtId	reg
10	1	phase	phased	feIz	feIzd	reg
50	3	phone	phoned	f@Un	f@Und	reg
1	0	photocopy	photocopied	f@Ut@UkOpI	f@Ut@UkOpId	reg
25	1	photograph	photographed	f@Ut@grA:f	f@Ut@grA:ft	reg
4	0	phrase	phrased	freIz	freIzd	reg
323	18	pick	picked	pIk	pIkt	reg
2	0	picket	picketed	pIkIt	pIkItId	reg
7	0	pickle	pickled	pIkl,	pIkl,d	reg
1	0	picnic	picnicked	pIknIk	pIknIkt	reg
15	1	picture	pictured	pIktS@r*	pIktS@d	reg
3	0	piece	pieced	pi:s	pi:st	reg
16	1	pierce	pierced	pI@s	pI@st	reg
45	3	pile	piled	paIl	paIld	reg
1	0	pilfer	pilfered	pIlf@r*	pIlf@d	reg
2	0	pillage	pillaged	pIlIdZ	pIlIdZd	reg
1	0	pillory	pilloried	pIl@rI	pIl@rId	reg
1	0	pillow	pillowed	pIl@U	pIl@Ud	reg
1	0	pilot	piloted	paIl@t	paIl@tId	reg
18	1	pinch	pinched	pIntS	pIntSt	reg
2	0	pine	pined	paIn	paInd	reg
1	0	ping	pinged	pIN	pINd	reg
1	0	pinion	pinioned	pInj@n	pInj@nd	reg
1	0	pinnacle	pinnacled	pIn@kl,	pIn@kl,d	reg
29	2	pin	pinned	pIn	pInd	reg
4	0	pinpoint	pinpointed	pInpOInt	pInpOIntId	reg
11	1	pioneer	pioneered	paI@nI@r*	paI@nI@d	reg
10	1	pipe	piped	paIp	paIpt	reg
2	0	pique	piqued	pi:k	pi:kt	reg
1	0	pirate	pirated	paI@r@t	paI@r@tId	reg
3	0	piss	pissed	pIs	pIst	reg
19	1	pitch	pitched	pItS	pItSt	reg
5	0	pity	pitied	pItI	pItId	reg
9	1	pit	pitted	pIt	pItId	reg
2	0	pivot	pivoted	pIv@t	pIv@tId	reg
2	0	placate	placated	pl@keIt	pl@keItId	reg
235	13	place	placed	pleIs	pleIst	reg
1	0	plagiarize	plagiarized	pleIdZj@raIz	pleIdZj@raIzd	reg
9	1	plague	plagued	pleIg	pleIgd	reg
3	0	plain	plained	pleIn	pleInd	reg
5	0	plait	plaited	pl&t	pl&tId	reg
2	0	plane	planed	pleIn	pleInd	reg
169	9	plan	planned	pl&n	pl&nd	reg
63	4	plant	planted	plA:nt	plA:ntId	reg
1	0	plash	plashed	pl&S	pl&St	reg
14	1	plaster	plastered	plA:st@r*	plA:st@d	reg
2	0	plate	plated	pleIt	pleItId	reg
408	23	play	played	pleI	pleId	reg
2	0	pleach	pleached	pli:tS	pli:tSt	reg
26	1	plead	pleaded	pli:d	pli:dId	reg
27	2	please	pleased	pli:z	pli:zd	reg
4	0	pleat	pleated	pli:t	pli:tId	reg
1	0	plead	pled	pli:d	plEd	irreg
13	1	pledge	pledged	plEdZ	plEdZd	reg
6	0	ply	plied	plaI	plaId	reg
5	0	plod	plodded	plOd	plOdId	reg
2	0	plonk	plonked	plONk	plONkt	reg
3	0	plop	plopped	plOp	plOpt	reg
8	0	plot	plotted	plOt	plOtId	reg
21	1	plough	ploughed	plaU	plaUd	reg
17	1	pluck	plucked	plVk	plVkt	reg
13	1	plug	plugged	plVg	plVgd	reg
1	0	plumb	plumbed	plVm	plVmd	reg
5	0	plump	plumped	plVmp	plVmpt	reg
3	0	plunder	plundered	plVnd@r*	plVnd@d	reg
33	2	plunge	plunged	plVndZ	plVndZd	reg
1	0	plunk	plunked	plVNk	plVNkt	reg
7	0	poach	poached	p@UtS	p@UtSt	reg
8	0	pocket	pocketed	pOkIt	pOkItId	reg
213	12	point	pointed	pOInt	pOIntId	reg
1	0	poise	poised	pOIz	pOIzd	reg
23	1	poison	poisoned	pOIzn,	pOIzn,d	reg
22	1	poke	poked	p@Uk	p@Ukt	reg
7	0	polarize	polarized	p@Ul@raIz	p@Ul@raIzd	reg
2	0	pole	poled	p@Ul	p@Uld	reg
1	0	police	policed	p@li:s	p@li:st	reg
57	3	polish	polished	pOlIS	pOlISt	reg
3	0	politicize	politicized	p@lItIsaIz	p@lItIsaIzd	reg
1	0	pollard	pollarded	pOl@d	pOl@dId	reg
6	0	poll	polled	p@Ul	p@Uld	reg
17	1	pollute	polluted	p@lu:t	p@lu:tId	reg
1	0	pommel	pommelled	pVml,	pVml,d	reg
14	1	ponder	pondered	pOnd@r*	pOnd@d	reg
1	0	pooh-pooh	pooh-poohed	pu:pu:	pu:pu:d	reg
6	0	pool	pooled	pu:l	pu:ld	reg
22	1	pop	popped	pOp	pOpt	reg
5	0	popularize	popularized	pOpjUl@raIz	pOpjUl@raIzd	reg
18	1	populate	populated	pOpjUleIt	pOpjUleItId	reg
19	1	portray	portrayed	pO:treI	pO:treId	reg
42	2	pose	posed	p@Uz	p@Uzd	reg
2	0	posit	posited	pOzIt	pOzItId	reg
12	1	position	positioned	p@zISn,	p@zISn,d	reg
76	4	possess	possessed	p@zEs	p@zEst	reg
25	1	post	posted	p@Ust	p@UstId	reg
1	0	postmark	postmarked	p@UstmA:k	p@UstmA:kt	reg
21	1	postpone	postponed	p@Ustp@Un	p@Ustp@Und	reg
3	0	postulate	postulated	pOstjUleIt	pOstjUleItId	reg
1	0	potter	pottered	pOt@r*	pOt@d	reg
1	0	pouch	pouched	paUtS	paUtSt	reg
6	0	pounce	pounced	paUns	paUnst	reg
12	1	pound	pounded	paUnd	paUndId	reg
133	7	pour	poured	pO:r*	pO:d	reg
4	0	pout	pouted	paUt	paUtId	reg
4	0	powder	powdered	paUd@r*	paUd@d	reg
8	0	power	powered	paU@r*	paU@d	reg
51	3	practise	practised	pr&ktIs	pr&ktIst	reg
27	2	praise	praised	preIz	preIzd	reg
2	0	prance	pranced	prA:ns	prA:nst	reg
1	0	prattle	prattled	pr&tl,	pr&tl,d	reg
31	2	pray	prayed	preI	preId	reg
14	1	preach	preached	pri:tS	pri:tSt	reg
4	0	prearrange	prearranged	pri:@reIndZ	pri:@reIndZd	reg
27	2	precede	preceded	pri:si:d	pri:si:dId	reg
8	0	precipitate	precipitated	prIsIpIteIt	prIsIpIteItId	reg
5	0	preclude	precluded	prIklu:d	prIklu:dId	reg
2	0	predestine	predestined	pri:dEstIn	pri:dEstInd	reg
5	0	predetermine	predetermined	pri:dIt3:mIn	pri:dIt3:mInd	reg
1	0	predicate	predicated	prEdIkeIt	prEdIkeItId	reg
50	3	predict	predicted	prIdIkt	prIdIktId	reg
2	0	predispose	predisposed	pri:dIsp@Uz	pri:dIsp@Uzd	reg
2	0	predominate	predominated	prIdOmIneIt	prIdOmIneItId	reg
2	0	pre-empt	pre-empted	pri:Empt	pri:EmptId	reg
2	0	preen	preened	pri:n	pri:nd	reg
2	0	preface	prefaced	prEfIs	prEfIst	reg
111	6	prefer	preferred	prIf3:r*	prIf3:d	reg
1	0	prefigure	prefigured	pri:fIg@r*	pri:fIg@d	reg
1	0	preheat	preheated	pri:hi:t	pri:hi:tId	reg
2	0	prejudice	prejudiced	prEdZUdIs	prEdZUdIst	reg
1	0	prelude	preluded	prElju:d	prElju:dId	reg
1	0	premeditate	premeditated	pri:mEdIteIt	pri:mEdIteItId	reg
1	0	premise	premised	prImaIz	prImaIzd	reg
2	0	preoccupy	preoccupied	pri:OkjUpaI	pri:OkjUpaId	reg
1	0	preordain	preordained	pri:O:deIn	pri:O:deInd	reg
96	5	prepare	prepared	prIpE@r*	prIpE@d	reg
1	0	presage	presaged	prEsIdZ	prEsIdZd	reg
21	1	prescribe	prescribed	prIskraIb	prIskraIbd	reg
176	10	present	presented	prIzEnt	prIzEntId	reg
53	3	preserve	preserved	prIz3:v	prIz3:vd	reg
18	1	preside	presided	prIzaId	prIzaIdId	reg
124	7	press	pressed	prEs	prEst	reg
7	0	pressure	pressured	prES@r*	prES@d	reg
2	0	pressurize	pressurized	prES@raIz	prES@raIzd	reg
18	1	presume	presumed	prIzju:m	prIzju:md	reg
1	0	presuppose	presupposed	pri:s@p@Uz	pri:s@p@Uzd	reg
44	2	pretend	pretended	prItEnd	prItEndId	reg
16	1	prevail	prevailed	prIveIl	prIveIld	reg
1	0	prevaricate	prevaricated	prIv&rIkeIt	prIv&rIkeItId	reg
74	4	prevent	prevented	prIvEnt	prIvEntId	reg
3	0	prey	preyed	preI	preId	reg
10	1	price	priced	praIs	praIst	reg
9	1	prick	pricked	prIk	prIkt	reg
1	0	prickle	prickled	prIkl,	prIkl,d	reg
3	0	pry	pried	praI	praId	reg
4	0	prime	primed	praIm	praImd	reg
96	5	print	printed	prInt	prIntId	reg
10	1	prize	prized	praIz	praIzd	reg
8	0	prize	prized	praIz	praIzd	reg
7	0	probe	probed	pr@Ub	pr@Ubd	reg
48	3	proceed	proceeded	pr@si:d	pr@si:dId	reg
2	0	process	processed	pr@sEs	pr@sEst	reg
19	1	process	processed	pr@UsEs	pr@UsEst	reg
31	2	proclaim	proclaimed	pr@kleIm	pr@kleImd	reg
3	0	procure	procured	pr@kjU@r*	pr@kjU@d	reg
11	1	prod	prodded	prOd	prOdId	reg
344	19	produce	produced	pr@dju:s	pr@dju:st	reg
6	0	profess	professed	pr@fEs	pr@fEst	reg
10	1	proffer	proffered	prOf@r*	prOf@d	reg
1	0	profile	profiled	pr@UfaIl	pr@UfaIld	reg
3	0	profit	profited	prOfIt	prOfItId	reg
23	1	programme	programmed	pr@Ugr&m	pr@Ugr&md	reg
19	1	progress	progressed	pr@UgrEs	pr@UgrEst	reg
14	1	prohibit	prohibited	pr@hIbIt	pr@hIbItId	reg
34	2	project	projected	pr@dZEkt	pr@dZEktId	reg
4	0	proliferate	proliferated	pr@UlIf@reIt	pr@UlIf@reItId	reg
5	0	prolong	prolonged	pr@UlON	pr@UlONd	reg
172	10	promise	promised	prOmIs	prOmIst	reg
29	2	promote	promoted	pr@m@Ut	pr@m@UtId	reg
31	2	prompt	prompted	prOmpt	prOmptId	reg
2	0	promulgate	promulgated	prOml,geIt	prOml,geItId	reg
1	0	prong	pronged	prON	prONd	reg
30	2	pronounce	pronounced	pr@naUns	pr@naUnst	reg
1	0	proof	proofed	pru:f	pru:ft	reg
1	0	propagandize	propagandized	prOp@g&ndaIz	prOp@g&ndaIzd	reg
3	0	propagate	propagated	prOp@geIt	prOp@geItId	reg
7	0	propel	propelled	pr@pEl	pr@pEld	reg
4	0	prophesy	prophesied	prOfIsaI	prOfIsaId	reg
1	0	propitiate	propitiated	pr@pISIeIt	pr@pISIeItId	reg
3	0	proportion	proportioned	pr@pO:Sn,	pr@pO:Sn,d	reg
148	8	propose	proposed	pr@p@Uz	pr@p@Uzd	reg
2	0	proposition	propositioned	prOp@zISn,	prOp@zISn,d	reg
3	0	propound	propounded	pr@paUnd	pr@paUndId	reg
37	2	prop	propped	prOp	prOpt	reg
2	0	proscribe	proscribed	pr@UskraIb	pr@UskraIbd	reg
13	1	prosecute	prosecuted	prOsIkju:t	prOsIkju:tId	reg
7	0	prosper	prospered	prOsp@r*	prOsp@d	reg
1	0	prostitute	prostituted	prOstItju:t	prOstItju:tId	reg
3	0	prostrate	prostrated	prOstreIt	prOstreItId	reg
88	5	protect	protected	pr@tEkt	pr@tEktId	reg
51	3	protest	protested	pr@tEst	pr@tEstId	reg
11	1	protract	protracted	pr@tr&kt	pr@tr&ktId	reg
6	0	protrude	protruded	pr@tru:d	pr@tru:dId	reg
231	13	prove	proved	pru:v	pru:vd	reg
252	14	provide	provided	pr@vaId	pr@vaIdId	reg
35	2	provoke	provoked	pr@v@Uk	pr@v@Ukt	reg
4	0	prowl	prowled	praUl	praUld	reg
2	0	prune	pruned	pru:n	pru:nd	reg
13	1	publicize	publicized	pVblIsaIz	pVblIsaIzd	reg
244	14	publish	published	pVblIS	pVblISt	reg
4	0	pucker	puckered	pVk@r*	pVk@d	reg
1	0	puddle	puddled	pVdl,	pVdl,d	reg
16	1	puff	puffed	pVf	pVft	reg
316	18	pull	pulled	pUl	pUld	reg
2	0	pulp	pulped	pVlp	pVlpt	reg
1	0	pulsate	pulsated	pVlseIt	pVlseItId	reg
2	0	pulse	pulsed	pVls	pVlst	reg
3	0	pulverize	pulverized	pVlv@raIz	pVlv@raIzd	reg
22	1	pump	pumped	pVmp	pVmpt	reg
20	1	punch	punched	pVntS	pVntSt	reg
11	1	punctuate	punctuated	pVNktSUeIt	pVNktSUeItId	reg
4	0	puncture	punctured	pVNktS@r*	pVNktS@d	reg
39	2	punish	punished	pVnIS	pVnISt	reg
1	0	punt	punted	pVnt	pVntId	reg
27	2	purchase	purchased	p3:tS@s	p3:tS@st	reg
4	0	puree	pureed	pjU@reI	pjU@reId	reg
8	0	purge	purged	p3:dZ	p3:dZd	reg
4	0	purify	purified	pjU@rIfaI	pjU@rIfaId	reg
3	0	purloin	purloined	p3:lOIn	p3:lOInd	reg
3	0	purport	purported	p3:p@t	p3:p@tId	reg
1	0	purpose	purposed	p3:p@s	p3:p@st	reg
5	0	purr	purred	p3:r*	p3:d	reg
10	1	purse	pursed	p3:s	p3:st	reg
57	3	pursue	pursued	p@sju:	p@sju:d	reg
217	12	push	pushed	pUS	pUSt	reg
1	0	putt	putted	pVt	pVtId	reg
20	1	puzzle	puzzled	pVzl,	pVzl,d	reg
2	0	quadruple	quadrupled	kwOdrUpl,	kwOdrUpl,d	reg
1	0	quaff	quaffed	kwOf	kwOft	reg
1	0	quail	quailed	kweIl	kweIld	reg
3	0	quake	quaked	kweIk	kweIkt	reg
12	1	qualify	qualified	kwOlIfaI	kwOlIfaId	reg
2	0	quantify	quantified	kwOntIfaI	kwOntIfaId	reg
10	1	quarrel	quarrelled	kwOr@l	kwOr@ld	reg
3	0	quarry	quarried	kwOrI	kwOrId	reg
4	0	quarter	quartered	kwO:t@r*	kwO:t@d	reg
2	0	quash	quashed	kwOS	kwOSt	reg
2	0	quaver	quavered	kweIv@r*	kweIv@d	reg
2	0	quell	quelled	kwEl	kwEld	reg
3	0	quench	quenched	kwEntS	kwEntSt	reg
8	0	query	queried	kwI@rI	kwI@rId	reg
1	0	quest	quested	kwEst	kwEstId	reg
54	3	question	questioned	kwEstS@n	kwEstS@nd	reg
3	0	queue	queued	kju:	kju:d	reg
6	0	quicken	quickened	kwIk@n	kwIk@nd	reg
2	0	quiet	quieted	kwaI@t	kwaI@tId	reg
2	0	quieten	quietened	kwaI@tn,	kwaI@tn,d	reg
3	0	quip	quipped	kwIp	kwIpt	reg
8	0	quiver	quivered	kwIv@r*	kwIv@d	reg
1	0	quiz	quizzed	kwIz	kwIzd	reg
67	4	quote	quoted	kw@Ut	kw@UtId	reg
39	2	race	raced	reIs	reIst	reg
8	0	rack	racked	r&k	r&kt	reg
5	0	radiate	radiated	reIdIeIt	reIdIeItId	reg
2	0	radicalize	radicalized	r&dIk@laIz	r&dIk@laIzd	reg
3	0	radio	radioed	reIdI@U	reIdI@Ud	reg
14	1	rage	raged	reIdZ	reIdZd	reg
10	1	raid	raided	reId	reIdId	reg
1	0	rail	railed	reIl	reIld	reg
15	1	rain	rained	reIn	reInd	reg
318	18	raise	raised	reIz	reIzd	reg
8	0	rake	raked	reIk	reIkt	reg
6	0	rally	rallied	r&lI	r&lId	reg
2	0	ramble	rambled	r&mbl,	r&mbl,d	reg
7	0	ram	rammed	r&m	r&md	reg
498	28	run	ran	rVn	r&n	irreg
161	9	ring	rang	rIN	r&N	irreg
23	1	range	ranged	reIndZ	reIndZd	reg
7	0	rank	ranked	r&Nk	r&Nkt	reg
1	0	rankle	rankled	r&Nkl,	r&Nkl,d	reg
4	0	ransack	ransacked	r&ns&k	r&ns&kt	reg
1	0	ransom	ransomed	r&ns@m	r&ns@md	reg
2	0	rant	ranted	r&nt	r&ntId	reg
22	1	rape	raped	reIp	reIpt	reg
9	1	rap	rapped	r&p	r&pt	reg
2	0	rasp	rasped	rA:sp	rA:spt	reg
16	1	rate	rated	reIt	reItId	reg
6	0	ratify	ratified	r&tIfaI	r&tIfaId	reg
5	0	rationalize	rationalized	r&Sn,@laIz	r&Sn,@laIzd	reg
4	0	ration	rationed	r&Sn,	r&Sn,d	reg
1	0	rat	ratted	r&t	r&tId	reg
25	1	rattle	rattled	r&tl,	r&tl,d	reg
8	0	ravage	ravaged	r&vIdZ	r&vIdZd	reg
2	0	rave	raved	reIv	reIvd	reg
1	0	ravel	ravelled	r&vl,	r&vl,d	reg
3	0	ravish	ravished	r&vIS	r&vISt	reg
1	0	ray	rayed	reI	reId	reg
2	0	raze	razed	reIz	reIzd	reg
497	28	reach	reached	ri:tS	ri:tSt	reg
29	2	react	reacted	rI&kt	rI&ktId	reg
1	0	reactivate	reactivated	rI&ktIveIt	rI&ktIveItId	reg
583	32	read	read	ri:d	rEd	irreg
1	0	ready	readied	rEdI	rEdId	reg
1	0	readjust	readjusted	ri:@dZVst	ri:@dZVstId	reg
6	0	reaffirm	reaffirmed	ri:@f3:m	ri:@f3:md	reg
366	20	realize	realized	rI@laIz	rI@laIzd	reg
2	0	reap	reaped	ri:p	ri:pt	reg
15	1	reappear	reappeared	ri:@pI@r*	ri:@pI@d	reg
23	1	rear	reared	rI@r*	rI@d	reg
7	0	rearrange	rearranged	ri:@reIndZ	ri:@reIndZd	reg
12	1	reason	reasoned	ri:zn,	ri:zn,d	reg
24	1	reassure	reassured	ri:@SO:r*	ri:@SO:d	reg
8	0	rebel	rebelled	rIbEl	rIbEld	reg
2	0	rebound	rebounded	rIbaUnd	rIbaUndId	reg
3	0	rebuff	rebuffed	rIbVf	rIbVft	reg
26	1	rebuild	rebuilt	ri:bIld	ri:bIlt	irreg
7	0	rebuke	rebuked	rIbju:k	rIbju:kt	reg
65	4	recall	recalled	rIkO:l	rIkO:ld	reg
1	0	recant	recanted	rIk&nt	rIk&ntId	reg
4	0	recapture	recaptured	ri:k&ptS@r*	ri:k&ptS@d	reg
9	1	recede	receded	rIsi:d	rIsi:dId	reg
1	0	receipt	receipted	rIsi:t	rIsi:tId	reg
300	17	receive	received	rIsi:v	rIsi:vd	reg
2	0	recess	recessed	rIsEs	rIsEst	reg
2	0	recharge	recharged	ri:tSA:dZ	ri:tSA:dZd	reg
3	0	reciprocate	reciprocated	rIsIpr@keIt	rIsIpr@keItId	reg
11	1	recite	recited	rIsaIt	rIsaItId	reg
29	2	reckon	reckoned	rEk@n	rEk@nd	reg
8	0	reclaim	reclaimed	rIkleIm	rIkleImd	reg
3	0	recline	reclined	rIklaIn	rIklaInd	reg
229	13	recognize	recognized	rEk@gnaIz	rEk@gnaIzd	reg
5	0	recoil	recoiled	rIkOIl	rIkOIld	reg
2	0	recollect	recollected	rEk@lEkt	rEk@lEktId	reg
82	5	recommend	recommended	rEk@mEnd	rEk@mEndId	reg
12	1	reconcile	reconciled	rEk@nsaIl	rEk@nsaIld	reg
1	0	recondition	reconditioned	ri:k@ndISn,	ri:k@ndISn,d	reg
1	0	reconnoitre	reconnoitred	rEk@nOIt@r*	rEk@nOIt@d	reg
3	0	reconsider	reconsidered	ri:k@nsId@r*	ri:k@nsId@d	reg
4	0	reconstitute	reconstituted	ri:kOnstItju:t	ri:kOnstItju:tId	reg
5	0	reconstruct	reconstructed	ri:k@nstrVkt	ri:k@nstrVktId	reg
107	6	record	recorded	rIkO:d	rIkO:dId	reg
7	0	recount	recounted	rIkaUnt	rIkaUntId	reg
1	0	recoup	recouped	rIku:p	rIku:pt	reg
74	4	recover	recovered	rIkVv@r*	rIkVv@d	reg
2	0	recreate	recreated	ri:kri:eIt	ri:kri:eItId	reg
20	1	recruit	recruited	rIkru:t	rIkru:tId	reg
2	0	rectify	rectified	rEktIfaI	rEktIfaId	reg
4	0	recur	recurred	rIk3:r*	rIk3:d	reg
10	1	recycle	recycled	ri:saIkl,	ri:saIkl,d	reg
6	0	redden	reddened	rEdn,	rEdn,d	reg
1	0	redecorate	redecorated	ri:dEk@reIt	ri:dEk@reItId	reg
7	0	redeem	redeemed	rIdi:m	rIdi:md	reg
1	0	redeploy	redeployed	ri:dIplOI	ri:dIplOId	reg
4	0	redirect	redirected	ri:dIrEkt	ri:dIrEktId	reg
1	0	redistribute	redistributed	ri:dIstrIbju:t	ri:dIstrIbju:tId	reg
4	0	redouble	redoubled	ri:dVbl,	ri:dVbl,d	reg
2	0	redress	redressed	ri:drEs	ri:drEst	reg
183	10	reduce	reduced	rIdju:s	rIdju:st	reg
3	0	reek	reeked	ri:k	ri:kt	reg
8	0	reel	reeled	ri:l	ri:ld	reg
10	1	refill	refilled	ri:fIl	ri:fIld	reg
7	0	refine	refined	rIfaIn	rIfaInd	reg
1	0	refit	refitted	ri:fIt	ri:fItId	reg
118	7	reflect	reflected	rIflEkt	rIflEktId	reg
14	1	reform	reformed	ri:fO:m	ri:fO:md	reg
1	0	re-form	re-formed	ri:fO:m	ri:fO:md	reg
2	0	refract	refracted	rIfr&kt	rIfr&ktId	reg
9	1	refrain	refrained	rIfreIn	rIfreInd	reg
9	1	refresh	refreshed	rIfrES	rIfrESt	reg
3	0	refrigerate	refrigerated	rIfrIdZ@reIt	rIfrIdZ@reItId	reg
1	0	refuel	refuelled	ri:fjU@l	ri:fjU@ld	reg
1	0	refund	refunded	ri:fVnd	ri:fVndId	reg
3	0	refurbish	refurbished	ri:f3:bIS	ri:f3:bISt	reg
231	13	refuse	refused	rIfju:z	rIfju:zd	reg
8	0	refute	refuted	rIfju:t	rIfju:tId	reg
17	1	regain	regained	rIgeIn	rIgeInd	reg
212	12	regard	regarded	rIgA:d	rIgA:dId	reg
3	0	regenerate	regenerated	rIdZEn@reIt	rIdZEn@reItId	reg
3	0	regiment	regimented	rEdZImEnt	rEdZImEntId	reg
60	3	register	registered	rEdZIst@r*	rEdZIst@d	reg
1	0	regress	regressed	rIgrEs	rIgrEst	reg
26	1	regret	regretted	rIgrEt	rIgrEtId	reg
2	0	regroup	regrouped	ri:gru:p	ri:gru:pt	reg
1	0	regularize	regularized	rEgjUl@raIz	rEgjUl@raIzd	reg
12	1	regulate	regulated	rEgjUleIt	rEgjUleItId	reg
1	0	regurgitate	regurgitated	rIg3:dZIteIt	rIg3:dZIteItId	reg
3	0	rehabilitate	rehabilitated	ri:@bIlIteIt	ri:@bIlIteItId	reg
16	1	rehearse	rehearsed	rIh3:s	rIh3:st	reg
3	0	rehouse	rehoused	ri:haUz	ri:haUzd	reg
11	1	reign	reigned	reIn	reInd	reg
2	0	reimburse	reimbursed	ri:Imb3:s	ri:Imb3:st	reg
1	0	reincarnate	reincarnated	ri:InkA:neIt	ri:InkA:neItId	reg
3	0	rein	reined	reIn	reInd	reg
39	2	reinforce	reinforced	ri:InfO:s	ri:InfO:st	reg
2	0	reinstate	reinstated	ri:InsteIt	ri:InsteItId	reg
6	0	reiterate	reiterated	ri:It@reIt	ri:It@reItId	reg
120	7	reject	rejected	rIdZEkt	rIdZEktId	reg
1	0	rejig	rejigged	ri:dZIg	ri:dZIgd	reg
